"name","rating","category","phone","website","address","maps_url","email"
"Results","0% busy at 5 am.",,"
011 7172 1234","https://www.theleela.com/the-leela-ambience-convention-hotel-delhi/restaurants/cafe-knosh/","
Yamuna Sports Complex, Near, The Leela Ambience Convention Hotel 1, CBD, Maharaja Surajmal Marg, Shahdara, New Delhi, Delhi 110032","https://www.google.com/maps/place/Cafe+Knosh/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb6ef001e073:0xa8815c8a29c864e9!8m2!3d28.661996!4d77.3018673!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBBGNhZmXgAQA!16s%2Fg%2F11_v27dsk?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D","cafeknosh.TLACH@theleela.com"
"Results","0% busy at 6 am.",,"
099718 67002",,"
Stree No.1 Main, 20 Futa Rd, Rajiv Nagar, Mandoli, Delhi, 110093","https://www.google.com/maps/place/Gayatri+sweet's+%26+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb70e62d0bfd:0x4f9738bfef4bbfc!8m2!3d28.7057546!4d77.3142871!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11nxt6kvck?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","4.6 stars",,"
096500 46765","https://m.facebook.com/grillinfood/?ref=bookmarks","
F-36, near Jama Masjid, Block A, Old Seemapuri, Delhi, 110095","https://www.google.com/maps/place/Grill+In'+Food/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb42f6cdab0b:0xc3c79fc5d67d83e5!8m2!3d28.6824232!4d77.3317945!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWZhbWlseV9yZXN0YXVyYW504AEA!16s%2Fg%2F11mghshtsn?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
098992 27278",,"
Plot 4, Naveen park, Rajender Nagar, Shyam Park Extension, Sahibabad, Ghaziabad, Uttar Pradesh 201005","https://www.google.com/maps/place/Monalisa+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb61dd8e84d7:0x93478f889ee5dd37!8m2!3d28.6807433!4d77.3596582!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11lfgp_2g_?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099100 86460",,"
A19/G1 Garage, opposite Pooja Tent House, A Block, Dilshad Garden, Delhi, 110095","https://www.google.com/maps/place/Munch+Station/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb1853513553:0x818fd329c5fcd1b6!8m2!3d28.6787051!4d77.3127292!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11hj8dvnpm?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
088603 21549","https://kailashfamilyrestaurant.in/","
Plot No- 367, 1203, Mohan Meakin Society, Sector 5, Vasundhara, Ghaziabad, Uttar Pradesh 201012","https://www.google.com/maps/place/Kailash+family+restaurant+%26+caters/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfaa0f7585bfd:0x2b377db537ffecda!8m2!3d28.6636847!4d77.3764988!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWZhbWlseV9yZXN0YXVyYW504AEA!16s%2Fg%2F11cmn933rf?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099119 75558","https://www.instagram.com/wah_ji_wah_sahibabad/","
Plot no :5, Major Mohit Sharma Marg, Naveen Park, Sahibabad, Ghaziabad, Uttar Pradesh 201005","https://www.google.com/maps/place/Wah+Ji+Wah+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfa8a47812ea1:0x5045195732cd49f3!8m2!3d28.6809591!4d77.3596573!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEnB1bmphYmlfcmVzdGF1cmFudOABAA!16s%2Fg%2F11gf9pj5yw?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099530 72045",,"
C-204, Block C, Brij Vihar, Surya Nagar, Ghaziabad, Uttar Pradesh 201011","https://www.google.com/maps/place/Anna+Madras+Cafe+South+Indian+Food/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbf8d6c06dd5:0x4038ce70d6912301!8m2!3d28.6707964!4d77.3357172!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF3NvdXRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11fhwv53dk?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099114 97827",,"
N-8/A-3, Block N, Dilshad Garden, New Delhi, Delhi, 110095","https://www.google.com/maps/place/CHACHA+CHICKEN+TAKE+AWAY/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbaee7cd9b7b:0x443b4ec4f536570d!8m2!3d28.6866629!4d77.324459!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBDW1lYWxfdGFrZWF3YXngAQA!16s%2Fg%2F124ymn88d?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
062629 29286",,"
Shop No - 16, Local Shopping Complex DDA Market, Savita Vihar, Anand Vihar, New Delhi, Delhi 110092","https://www.google.com/maps/place/Dilli92/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb46324b8339:0x3046577ab9246ee0!8m2!3d28.6603231!4d77.3169894!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11pqw49mn4?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
088822 88822","https://nazeerfoods.com/","
KH.NO. 3713, Wazirabad Rd, Pasonda, Sahibabad, Ghaziabad, Uttar Pradesh 201004","https://www.google.com/maps/place/Nazeer+foods/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbe393cea159:0x9d327928fa8b7939!8m2!3d28.6893031!4d77.3574739!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11rr_x4hjc?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D","crm@nazeerfoods.com"
"Results","0% busy at 6 am.",,,,"
81, Block C, Jhilmil Colony, Delhi, 110095","https://www.google.com/maps/place/Indiana+Bistro/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbd046dea1d9:0x8f482c02f3c224a7!8m2!3d28.671369!4d77.312655!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11m7nq2_t3?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 5 am.",,,,"
Pocket A, New Seemapuri, Seemapuri, Delhi, 110095","https://www.google.com/maps/place/Prabhati+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbc9f3471f29:0x2cc7daf9c0983864!8m2!3d28.6895363!4d77.3269224!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11q3ry4q5x?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results",,,"
099531 97473",,"
Shop no 7, Wazirabad Rd, near Garimanjali public school, Garima Garden, Pasonda, Sahibabad, Ghaziabad, Uttar Pradesh 201006","https://www.google.com/maps/place/MULTI+Food+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb8c9e738b9b:0x4107f27fe28a5801!8m2!3d28.6925167!4d77.3479401!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11lns65fcm?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 5 am.",,"
093150 96158",,"
312 D-block, Block D, New Seemapuri, Seemapuri, New Delhi, Delhi, 110095","https://www.google.com/maps/place/Indo+Milk+Shake/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbf4e7b3e7b7:0x7ec1c28d26ce92aa!8m2!3d28.6879075!4d77.3299422!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11mdhlgqlx?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
098739 07076",,"
S-14, near S M Mall, Shalimar Garden Extension II, Sahibabad, Ghaziabad, Uttar Pradesh 201005","https://www.google.com/maps/place/Punjab+Curry+Corner/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfa5a7463355f:0xe2e8851ce7fd79db!8m2!3d28.6885568!4d77.3444092!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBDW1lYWxfdGFrZWF3YXngAQA!16s%2Fg%2F1ptx_68g3?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099715 10554",,"
Indira Priyadarshani Park, Arthla, Mohan Nagar, Ghaziabad, India, Uttar Pradesh 201007","https://www.google.com/maps/place/Woods+Cafe+Restaurant/@28.6749889,77.2545245,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cf068777408b5:0xbe601683e7c528bd!8m2!3d28.6749889!4d77.3987201!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBFGZhc3RfZm9vZF9yZXN0YXVyYW504AEA!16s%2Fg%2F11f12330ry?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
098912 62643",,"
15- Naveen park rajender nagar Shahibabad Ghaziabad, Sahibabad, Ghaziabad, Uttar Pradesh 201005","https://www.google.com/maps/place/Paradise+Restaurant+%26+Banquet/@28.6749889,77.2545245,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfa898c00001d:0x9910ca3f24a45394!8m2!3d28.6817936!4d77.3605839!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11d_8cfw3c?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
083839 07769","http://indianspicerestaurant.onlineloni.in/","
Rashid Ali Gate, Loni, Ghaziabad, Uttar Pradesh 201102","https://www.google.com/maps/place/Indian+Spice+Restaurant/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cff630c930ad9:0xed236f5b434c8d0c!8m2!3d28.7519566!4d77.2859118!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11p739k5hm?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
098112 12288",,"
10 A, Pocket E, GTB Enclave, Nand Nagri, Dilshad Garden, Delhi, 110093","https://www.google.com/maps/place/Neelagiri+Kerala+Restaurant/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbc40b228e81:0xbc9863e6a3a5e3b9!8m2!3d28.6868154!4d77.3098081!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWtlcmFsYV9yZXN0YXVyYW504AEA!16s%2Fg%2F11gw2rys9r?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","5.0 stars",,,"http://biryanimarkaj.com/","
Shop no, 11, jama masjid wali gali, Block F, New Seemapuri, Dilshad Colony, Delhi, 110095","https://www.google.com/maps/place/BIRYANI+MARKAJ+NEW+SEEMAPURI/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb00192c6ab7:0x3dd334c88022a2ed!8m2!3d28.686703!4d77.3278016!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11xdtr766w?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099993 37758",,"
Shop no.1, CSC DDA market, Pocket I Rd, near red cross hospital, I Pocket, Dilshad Garden, Delhi, 110095","https://www.google.com/maps/place/Govind+Dhaba/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfba7b0728ad1:0x16a7d89cf8108c28!8m2!3d28.6787792!4d77.3222705!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F12hkt3gp3?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
084470 00854",,"
C-207, Jhilmil Colony Delhi 95 Jhilmil Colony C Block Road, Ananda dairy Road, Jhilmil Colony, Delhi, 110095","https://www.google.com/maps/place/Urban+Punjab/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb73a8083c2b:0x15e45d2c575a1c9f!8m2!3d28.6681381!4d77.3121528!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEnB1bmphYmlfcmVzdGF1cmFudOABAA!16s%2Fg%2F12648m2m6?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,,,"
Shop No. 1 Flat No. 376 DDA, Janta Flats, GTB Enclave, Dilshad Garden, Delhi, 110093","https://www.google.com/maps/place/The+Indian+Cuisine+(Pure+Vegetarian+Family+Restaurant)/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb1b5c0d1c9f:0x3a50a83a4a32b6dd!8m2!3d28.6889527!4d77.3102003!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBFXZlZ2V0YXJpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11gyx2jzz8?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
097645 21380",,"
21, Krishna Market, Block E, Jhilmil Colony, New Delhi, Delhi, 110095","https://www.google.com/maps/place/Tummy+Treat+Restaurant+%26+Cafe/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb6f32b5347f:0x1266933168ff8b7e!8m2!3d28.6691651!4d77.3066909!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11lkgwjgvz?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","5.0 stars",,"
097175 82359",,"
H no. F 24 , Shop no.3 Near Jama Masjid, New Seemapuri, Delhi, 110095","https://www.google.com/maps/place/Hafiz+Bhai+Kabab+Wale/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb16c46008cf:0xc71418219ff7d1c3!8m2!3d28.6876823!4d77.32888!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBGW5vbl92ZWdldGFyaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11fj3s2p1t?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,,"http://www.zippyfeed.com/","
345, Block I, Sunder Nagri, Dilshad Garden, Delhi, 110093","https://www.google.com/maps/place/zippyfeed+east+delhi/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb2a2548a84b:0x6847cb95f4a5e9d8!8m2!3d28.6964203!4d77.3206289!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11mh7vtkfm?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D","franchise@zippyfeed.com"
"Results","0% busy at 6 am.",,"
093117 57777","https://www.dillidarbar.co.in/locate-us.html","
C448, Main 100 Feet Rd, opp. Bajaj Showroom, Durgapuri, Chhajjupur, Shahdara, Delhi, 110032","https://www.google.com/maps/place/Dilli+Darbar+Food+Pvt+Ltd/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb8827ce59b1:0x9e4ad6a6ad3382d0!8m2!3d28.689327!4d77.2867555!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11bxg08nvl?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","4.5 stars",,"
099114 75517",,"
Shop no. 17, 18, Block F, New Seemapuri, Dilshad Colony, Delhi, 110095","https://www.google.com/maps/place/Royal+Biryani+Corner/@28.7519566,77.1417162,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbac15144995:0xd17132045fdf3563!8m2!3d28.6867905!4d77.3279556!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEmJpcnlhbmlfcmVzdGF1cmFudOABAA!16s%2Fg%2F11cltbtcc_?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,,,"
951, Grand Trunk Rd, Sri Ram Nagar, Prakash Industrial Estate, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201006","https://www.google.com/maps/place/Desi+Chulha+restaurent/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbb0395bc4bb:0x6323af97a9516ce0!8m2!3d28.6772054!4d77.3452489!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11h2fn0p61?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
078630 38585",,"
B-203, Block B, Jhilmil Colony, Delhi, 110095","https://www.google.com/maps/place/Amritsari+Tadka/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfba1fa71d779:0xf08ea8c35a369a94!8m2!3d28.6700792!4d77.3127815!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBDW1lYWxfdGFrZWF3YXngAQA!16s%2Fg%2F11m_dzzxd8?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
070117 91789","https://magicpin.in/New-Delhi/Shalimar-Garden/Restaurant/South-Indian-Corner/store/43b971/?utm_source=gbp","
C.109 DLF colony Dilshad Extn lI Sahibabad, DLF Dilshad, Bhopura, Ghaziabad, Uttar Pradesh 201006","https://www.google.com/maps/place/South+Indian+Corner/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbed0b6db3b3:0xe480b3797bd2cad8!8m2!3d28.6936051!4d77.3320503!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWZhbWlseV9yZXN0YXVyYW504AEA!16s%2Fg%2F11ny0_y6f7?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","3% busy at 4 am.",,,,"
Main Rd Nand Nagari, West Jyoti Nagar, Block D 3, Nand Nagri, Mandoli, Delhi, 110093","https://www.google.com/maps/place/Zaika+Restaurant/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb53486e62e7:0x352ba5c3008269dd!8m2!3d28.6948848!4d77.3039789!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11mh_rxy66?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","4.0 stars",,"
085100 00491","https://magicpin.in/New-Delhi/Dilshad-Garden/Restaurant/MotherS-Kitchenn/store/15399b9/?utm_source=gbp","
GTB Enclave, Dilshad Garden, New Delhi, Delhi, 110093","https://www.google.com/maps/place/Mathur's+Kitchen/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfba3e2332d7b:0xb43a44d97e473030!8m2!3d28.6843584!4d77.3141934!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEm11Z2hsYWlfcmVzdGF1cmFudOABAA!16s%2Fg%2F1hjhfm3wh?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,,,"
City Forest Rd, Ghaziabad, Uttar Pradesh 201007","https://www.google.com/maps/place/Grass+n+Tree/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cf1a46132c0b1:0xa90ca13bcada7cf1!8m2!3d28.6972138!4d77.398806!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWZhbWlseV9yZXN0YXVyYW504AEA!16s%2Fg%2F11qs8l365l?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
087502 10984",,"
shop no. 32, Nipun Wonder Mall, near St. Teresa School, Shakti Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014","https://www.google.com/maps/place/The+Hearth/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb8d3094efeb:0x3fbde2aac6fb689e!8m2!3d28.6472325!4d77.3690232!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWZhbWlseV9yZXN0YXVyYW504AEA!16s%2Fg%2F11spmww1gz?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
0120 510 6070","http://delhidarbarrestaurant.in/","
Pasonda, Sahibabad, Ghaziabad, Uttar Pradesh 201006","https://www.google.com/maps/place/Delhi+Darbaar+Restaurant/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfa5df53a3ec9:0xadefb0dbb4be980d!8m2!3d28.6895463!4d77.3553794!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEmNoaWNrZW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11c1lj10ms?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,,,"
F-382, Block C, Block D, Old Seemapuri, Delhi, 110095","https://www.google.com/maps/place/gom+hotel+old+seemapuri/@28.6772054,77.2010533,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbaa82d97fa1:0xf9abe4c1dfd4a789!8m2!3d28.6800282!4d77.3305418!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEmNoaW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F11g6n9_mwf?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
